annee,mois,regroupement2,valeur_tot_mg_fr,valeur_moy,indice_isee,indice_mg,quotas_date_debut,quotas_date_fin,quotas_contingent_t,quotas_realise_t,regroupement1,date_arrondie,besoin_marche_t,type_max,cyclone,nom,name,value
2020,12,TOTAL LEGUMES,96305927,361.5452287958045,108.02206384325514,99.11932853454412,2020-12-16,2021-01-15,343.384,80.31700000000001,Total legumes,2020-12-01,724,"Cyclone tropical
très intense","Yasa
(Cyclone
tropical
très
intense)",Yasa,Quotas autorisés,343384
2020,9,TOTAL LEGUMES,88264350,289.42103169413986,89.1970134291247,76.78856924334396,NA,NA,NA,0,Total legumes,2020-09-01,737,NA,NA,NA,"Volume déclaré
commercialisé par
les producteurs",1143890.9
2020,9,TOTAL LEGUMES,88264350,289.42103169413986,89.1970134291247,76.78856924334396,NA,NA,NA,0,Total legumes,2020-09-01,737,NA,NA,NA,"Volume écoulé par
le marché de gros",304968.68
2020,9,TOTAL LEGUMES,88264350,289.42103169413986,89.1970134291247,76.78856924334396,NA,NA,NA,0,Total legumes,2020-09-01,737,NA,NA,NA,"Besoin estimé
du marché",737000
2020,4,TOTAL LEGUMES,63700406,403.507681958159,99.67588523089712,111.05762209010936,NA,NA,NA,0,Total legumes,2020-04-01,569,"Cyclone tropical
très intense","Harold
(Cyclone
tropical
très
intense)",Harold,"Volume déclaré
commercialisé par
les producteurs",483616
2020,4,TOTAL LEGUMES,63700406,403.507681958159,99.67588523089712,111.05762209010936,NA,NA,NA,0,Total legumes,2020-04-01,569,"Cyclone tropical
très intense","Harold
(Cyclone
tropical
très
intense)",Harold,"Volume écoulé par
le marché de gros",157866.65
2020,4,TOTAL LEGUMES,63700406,403.507681958159,99.67588523089712,111.05762209010936,NA,NA,NA,0,Total legumes,2020-04-01,569,"Cyclone tropical
très intense","Harold
(Cyclone
tropical
très
intense)",Harold,"Besoin estimé
du marché",569000
2020,2,TOTAL LEGUMES,23648747,394.251902803838,97.95519779623156,115.0444686748305,NA,NA,NA,0,Total legumes,2020-02-01,569,NA,NA,NA,"Volume déclaré
commercialisé par
les producteurs",424659
2020,2,TOTAL LEGUMES,23648747,394.251902803838,97.95519779623156,115.0444686748305,NA,NA,NA,0,Total legumes,2020-02-01,569,NA,NA,NA,"Volume écoulé par
le marché de gros",59983.850000000006
2020,2,TOTAL LEGUMES,23648747,394.251902803838,97.95519779623156,115.0444686748305,NA,NA,NA,0,Total legumes,2020-02-01,569,NA,NA,NA,"Besoin estimé
du marché",569000
2020,6,TOTAL LEGUMES,35029796,395.49201955004185,100.83403272835145,112.07010392207788,NA,NA,NA,0,Total legumes,2020-06-01,582,NA,NA,NA,"Volume déclaré
commercialisé par
les producteurs",756125.5
2020,6,TOTAL LEGUMES,35029796,395.49201955004185,100.83403272835145,112.07010392207788,NA,NA,NA,0,Total legumes,2020-06-01,582,NA,NA,NA,"Volume écoulé par
le marché de gros",88572.70000000003
2020,6,TOTAL LEGUMES,35029796,395.49201955004185,100.83403272835145,112.07010392207788,NA,NA,NA,0,Total legumes,2020-06-01,582,NA,NA,NA,"Besoin estimé
du marché",582000
2020,3,TOTAL LEGUMES,53938494,430.9645918426049,103.7076921207433,120.50736956038348,NA,NA,NA,0,Total legumes,2020-03-01,569,NA,NA,NA,"Volume déclaré
commercialisé par
les producteurs",435252
2020,3,TOTAL LEGUMES,53938494,430.9645918426049,103.7076921207433,120.50736956038348,NA,NA,NA,0,Total legumes,2020-03-01,569,NA,NA,NA,"Volume écoulé par
le marché de gros",125157.6
2020,3,TOTAL LEGUMES,53938494,430.9645918426049,103.7076921207433,120.50736956038348,NA,NA,NA,0,Total legumes,2020-03-01,569,NA,NA,NA,"Besoin estimé
du marché",569000
2021,10,TOTAL LEGUMES,92631498,266.54375485392126,83.10870334285713,75.01594574724213,2021-10-16,2021-11-15,153.24,0,Total legumes,2021-10-01,737,NA,NA,NA,"Volume déclaré
commercialisé par
les producteurs",979808.2
2021,10,TOTAL LEGUMES,92631498,266.54375485392126,83.10870334285713,75.01594574724213,2021-10-16,2021-11-15,153.24,0,Total legumes,2021-10-01,737,NA,NA,NA,"Volume écoulé par
le marché de gros",347528.3
2021,10,TOTAL LEGUMES,92631498,266.54375485392126,83.10870334285713,75.01594574724213,2021-10-16,2021-11-15,153.24,0,Total legumes,2021-10-01,737,NA,NA,NA,"Besoin estimé
du marché",737000
2021,10,TOTAL LEGUMES,92631498,266.54375485392126,83.10870334285713,75.01594574724213,2021-10-16,2021-11-15,153.24,0,Total legumes,2021-10-01,737,NA,NA,NA,Quotas autorisés,153240
2021,8,TOTAL LEGUMES,105561263,319.616103747672,102.09740643508128,89.59413575565277,2021-08-16,2021-09-15,147.56000000000006,0,Total legumes,2021-08-01,737,NA,NA,NA,"Volume déclaré
commercialisé par
les producteurs",913498.5
2021,8,TOTAL LEGUMES,105561263,319.616103747672,102.09740643508128,89.59413575565277,2021-08-16,2021-09-15,147.56000000000006,0,Total legumes,2021-08-01,737,NA,NA,NA,"Volume écoulé par
le marché de gros",330275.17
2021,8,TOTAL LEGUMES,105561263,319.616103747672,102.09740643508128,89.59413575565277,2021-08-16,2021-09-15,147.56000000000006,0,Total legumes,2021-08-01,737,NA,NA,NA,"Besoin estimé
du marché",737000
2021,8,TOTAL LEGUMES,105561263,319.616103747672,102.09740643508128,89.59413575565277,2021-08-16,2021-09-15,147.56000000000006,0,Total legumes,2021-08-01,737,NA,NA,NA,Quotas autorisés,147560.00000000006
2021,9,TOTAL LEGUMES,94040522,286.36752003754555,91.50398502335835,76.64321232223142,2021-09-16,2021-10-15,120.79999999999998,0,Total legumes,2021-09-01,737,NA,NA,NA,"Volume déclaré
commercialisé par
les producteurs",1007242
2021,9,TOTAL LEGUMES,94040522,286.36752003754555,91.50398502335835,76.64321232223142,2021-09-16,2021-10-15,120.79999999999998,0,Total legumes,2021-09-01,737,NA,NA,NA,"Volume écoulé par
le marché de gros",328391.01999999996
2021,9,TOTAL LEGUMES,94040522,286.36752003754555,91.50398502335835,76.64321232223142,2021-09-16,2021-10-15,120.79999999999998,0,Total legumes,2021-09-01,737,NA,NA,NA,"Besoin estimé
du marché",737000
2021,9,TOTAL LEGUMES,94040522,286.36752003754555,91.50398502335835,76.64321232223142,2021-09-16,2021-10-15,120.79999999999998,0,Total legumes,2021-09-01,737,NA,NA,NA,Quotas autorisés,120799.99999999999
2021,2,TOTAL LEGUMES,50546154,583.7460942047329,128.31626684294167,146.20465599795284,2021-02-16,2021-03-15,1089.5599999999995,0,Total legumes,2021-02-01,574,NA,NA,NA,"Volume déclaré
commercialisé par
les producteurs",239374.1
2021,2,TOTAL LEGUMES,50546154,583.7460942047329,128.31626684294167,146.20465599795284,2021-02-16,2021-03-15,1089.5599999999995,0,Total legumes,2021-02-01,574,NA,NA,NA,"Volume écoulé par
le marché de gros",86589.28000000001
2021,2,TOTAL LEGUMES,50546154,583.7460942047329,128.31626684294167,146.20465599795284,2021-02-16,2021-03-15,1089.5599999999995,0,Total legumes,2021-02-01,574,NA,NA,NA,"Besoin estimé
du marché",574000
2021,2,TOTAL LEGUMES,50546154,583.7460942047329,128.31626684294167,146.20465599795284,2021-02-16,2021-03-15,1089.5599999999995,0,Total legumes,2021-02-01,574,NA,NA,NA,Quotas autorisés,1089559.9999999995
2021,7,TOTAL LEGUMES,101397939,392.2356155398554,111.30026902271136,104.3949924078991,2021-07-16,2021-08-15,305.49000000000007,0,Total legumes,2021-07-01,587,NA,NA,NA,"Volume déclaré
commercialisé par
les producteurs",752065
2021,7,TOTAL LEGUMES,101397939,392.2356155398554,111.30026902271136,104.3949924078991,2021-07-16,2021-08-15,305.49000000000007,0,Total legumes,2021-07-01,587,NA,NA,NA,"Volume écoulé par
le marché de gros",258512.83
2021,7,TOTAL LEGUMES,101397939,392.2356155398554,111.30026902271136,104.3949924078991,2021-07-16,2021-08-15,305.49000000000007,0,Total legumes,2021-07-01,587,NA,NA,NA,"Besoin estimé
du marché",587000
2021,7,TOTAL LEGUMES,101397939,392.2356155398554,111.30026902271136,104.3949924078991,2021-07-16,2021-08-15,305.49000000000007,0,Total legumes,2021-07-01,587,NA,NA,NA,Quotas autorisés,305490.00000000006
2021,1,TOTAL LEGUMES,58533286,459.4521578046751,111.82830147650036,119.08526424787078,2021-01-16,2021-02-15,885.7810000000001,637.8959999999998,Total legumes,2021-01-01,724,NA,NA,NA,"Volume déclaré
commercialisé par
les producteurs",385555.5
2021,1,TOTAL LEGUMES,58533286,459.4521578046751,111.82830147650036,119.08526424787078,2021-01-16,2021-02-15,885.7810000000001,637.8959999999998,Total legumes,2021-01-01,724,NA,NA,NA,"Volume écoulé par
le marché de gros",127398
2021,1,TOTAL LEGUMES,58533286,459.4521578046751,111.82830147650036,119.08526424787078,2021-01-16,2021-02-15,885.7810000000001,637.8959999999998,Total legumes,2021-01-01,724,NA,NA,NA,"Besoin estimé
du marché",724000
2021,1,TOTAL LEGUMES,58533286,459.4521578046751,111.82830147650036,119.08526424787078,2021-01-16,2021-02-15,885.7810000000001,637.8959999999998,Total legumes,2021-01-01,724,NA,NA,NA,"Volumes importés
avec quotas",637895.9999999999
2021,1,TOTAL LEGUMES,58533286,459.4521578046751,111.82830147650036,119.08526424787078,2021-01-16,2021-02-15,885.7810000000001,637.8959999999998,Total legumes,2021-01-01,724,NA,NA,NA,Quotas autorisés,885781.0000000001
2021,11,TOTAL LEGUMES,123249768,321.2903440743222,96.93799991900362,88.34764842408698,2021-11-16,2021-12-15,265.44,3.42,Total legumes,2021-11-01,732,NA,NA,NA,"Volume déclaré
commercialisé par
les producteurs",803566.5
2021,11,TOTAL LEGUMES,123249768,321.2903440743222,96.93799991900362,88.34764842408698,2021-11-16,2021-12-15,265.44,3.42,Total legumes,2021-11-01,732,NA,NA,NA,"Volume écoulé par
le marché de gros",383608.69
2021,11,TOTAL LEGUMES,123249768,321.2903440743222,96.93799991900362,88.34764842408698,2021-11-16,2021-12-15,265.44,3.42,Total legumes,2021-11-01,732,NA,NA,NA,"Besoin estimé
du marché",732000
2021,11,TOTAL LEGUMES,123249768,321.2903440743222,96.93799991900362,88.34764842408698,2021-11-16,2021-12-15,265.44,3.42,Total legumes,2021-11-01,732,NA,NA,NA,"Volumes importés
avec quotas",3420
2021,11,TOTAL LEGUMES,123249768,321.2903440743222,96.93799991900362,88.34764842408698,2021-11-16,2021-12-15,265.44,3.42,Total legumes,2021-11-01,732,NA,NA,NA,Quotas autorisés,265440
2021,3,TOTAL LEGUMES,77028345,573.4535479990113,131.30841252542515,151.53348188394597,2021-03-16,2021-04-15,1233.42,0,Total legumes,2021-03-01,459,"Cyclone tropical
très intense","Niran
(Cyclone
tropical
très
intense)",Niran,"Volume déclaré
commercialisé par
les producteurs",291026.4
2021,3,TOTAL LEGUMES,77028345,573.4535479990113,131.30841252542515,151.53348188394597,2021-03-16,2021-04-15,1233.42,0,Total legumes,2021-03-01,459,"Cyclone tropical
très intense","Niran
(Cyclone
tropical
très
intense)",Niran,"Volume écoulé par
le marché de gros",134323.6
2021,3,TOTAL LEGUMES,77028345,573.4535479990113,131.30841252542515,151.53348188394597,2021-03-16,2021-04-15,1233.42,0,Total legumes,2021-03-01,459,"Cyclone tropical
très intense","Niran
(Cyclone
tropical
très
intense)",Niran,"Besoin estimé
du marché",459000
2021,3,TOTAL LEGUMES,77028345,573.4535479990113,131.30841252542515,151.53348188394597,2021-03-16,2021-04-15,1233.42,0,Total legumes,2021-03-01,459,"Cyclone tropical
très intense","Niran
(Cyclone
tropical
très
intense)",Niran,Quotas autorisés,1233420
2022,12,TOTAL LEGUMES,61910778,467.3986410353334,129.9176728450207,121.38579491640029,2022-12-16,2023-01-15,710.475,416.516,Total legumes,2022-12-01,751,NA,NA,NA,"Volume déclaré
commercialisé par
les producteurs",516121.3
2022,12,TOTAL LEGUMES,61910778,467.3986410353334,129.9176728450207,121.38579491640029,2022-12-16,2023-01-15,710.475,416.516,Total legumes,2022-12-01,751,NA,NA,NA,"Volume écoulé par
le marché de gros",132458.19
2022,12,TOTAL LEGUMES,61910778,467.3986410353334,129.9176728450207,121.38579491640029,2022-12-16,2023-01-15,710.475,416.516,Total legumes,2022-12-01,751,NA,NA,NA,"Besoin estimé
du marché",751000
2022,12,TOTAL LEGUMES,61910778,467.3986410353334,129.9176728450207,121.38579491640029,2022-12-16,2023-01-15,710.475,416.516,Total legumes,2022-12-01,751,NA,NA,NA,"Volumes importés
avec quotas",416516
2022,12,TOTAL LEGUMES,61910778,467.3986410353334,129.9176728450207,121.38579491640029,2022-12-16,2023-01-15,710.475,416.516,Total legumes,2022-12-01,751,NA,NA,NA,Quotas autorisés,710475
2022,11,TOTAL LEGUMES,74621877,396.5325635275737,114.1096882746976,105.54413672027208,2022-11-16,2022-12-15,560.0999999999999,252.198,Total legumes,2022-11-01,751,NA,NA,NA,"Volume déclaré
commercialisé par
les producteurs",680657
2022,11,TOTAL LEGUMES,74621877,396.5325635275737,114.1096882746976,105.54413672027208,2022-11-16,2022-12-15,560.0999999999999,252.198,Total legumes,2022-11-01,751,NA,NA,NA,"Volume écoulé par
le marché de gros",188186.00000000003
2022,11,TOTAL LEGUMES,74621877,396.5325635275737,114.1096882746976,105.54413672027208,2022-11-16,2022-12-15,560.0999999999999,252.198,Total legumes,2022-11-01,751,NA,NA,NA,"Besoin estimé
du marché",751000
2022,11,TOTAL LEGUMES,74621877,396.5325635275737,114.1096882746976,105.54413672027208,2022-11-16,2022-12-15,560.0999999999999,252.198,Total legumes,2022-11-01,751,NA,NA,NA,"Volumes importés
avec quotas",252198
2022,11,TOTAL LEGUMES,74621877,396.5325635275737,114.1096882746976,105.54413672027208,2022-11-16,2022-12-15,560.0999999999999,252.198,Total legumes,2022-11-01,751,NA,NA,NA,Quotas autorisés,560099.9999999999
2022,9,TOTAL LEGUMES,83816880,448.1655247787495,128.83162853017382,131.5313255381288,2022-09-16,2022-10-15,516.6600000000001,248.371,Total legumes,2022-09-01,751,NA,NA,NA,"Volume déclaré
commercialisé par
les producteurs",383316
2022,9,TOTAL LEGUMES,83816880,448.1655247787495,128.83162853017382,131.5313255381288,2022-09-16,2022-10-15,516.6600000000001,248.371,Total legumes,2022-09-01,751,NA,NA,NA,"Volume écoulé par
le marché de gros",187022.15
2022,9,TOTAL LEGUMES,83816880,448.1655247787495,128.83162853017382,131.5313255381288,2022-09-16,2022-10-15,516.6600000000001,248.371,Total legumes,2022-09-01,751,NA,NA,NA,"Besoin estimé
du marché",751000
2022,9,TOTAL LEGUMES,83816880,448.1655247787495,128.83162853017382,131.5313255381288,2022-09-16,2022-10-15,516.6600000000001,248.371,Total legumes,2022-09-01,751,NA,NA,NA,"Volumes importés
avec quotas",248371
2022,9,TOTAL LEGUMES,83816880,448.1655247787495,128.83162853017382,131.5313255381288,2022-09-16,2022-10-15,516.6600000000001,248.371,Total legumes,2022-09-01,751,NA,NA,NA,Quotas autorisés,516660.00000000006
2023,3,TOTAL LEGUMES,63958921,488.5302751046242,136.29820888265604,128.19184814056982,2023-03-16,2023-04-15,902.2000000000002,343.218,Total legumes,2023-03-01,751,NA,NA,NA,"Volume déclaré
commercialisé par
les producteurs",481054.4
2023,3,TOTAL LEGUMES,63958921,488.5302751046242,136.29820888265604,128.19184814056982,2023-03-16,2023-04-15,902.2000000000002,343.218,Total legumes,2023-03-01,751,NA,NA,NA,"Volume écoulé par
le marché de gros",130921.09999999998
2023,3,TOTAL LEGUMES,63958921,488.5302751046242,136.29820888265604,128.19184814056982,2023-03-16,2023-04-15,902.2000000000002,343.218,Total legumes,2023-03-01,751,NA,NA,NA,"Besoin estimé
du marché",751000
2023,3,TOTAL LEGUMES,63958921,488.5302751046242,136.29820888265604,128.19184814056982,2023-03-16,2023-04-15,902.2000000000002,343.218,Total legumes,2023-03-01,751,NA,NA,NA,"Volumes importés
avec quotas",343218
2023,3,TOTAL LEGUMES,63958921,488.5302751046242,136.29820888265604,128.19184814056982,2023-03-16,2023-04-15,902.2000000000002,343.218,Total legumes,2023-03-01,751,NA,NA,NA,Quotas autorisés,902200.0000000001
2023,4,TOTAL LEGUMES,53606841,476.09830566157854,133.2204603691597,128.39590615656695,2023-04-16,2023-05-15,878.675,247.07599999999996,Total legumes,2023-04-01,751,NA,NA,NA,"Volume déclaré
commercialisé par
les producteurs",490524.1
2023,4,TOTAL LEGUMES,53606841,476.09830566157854,133.2204603691597,128.39590615656695,2023-04-16,2023-05-15,878.675,247.07599999999996,Total legumes,2023-04-01,751,NA,NA,NA,"Volume écoulé par
le marché de gros",112596.16
2023,4,TOTAL LEGUMES,53606841,476.09830566157854,133.2204603691597,128.39590615656695,2023-04-16,2023-05-15,878.675,247.07599999999996,Total legumes,2023-04-01,751,NA,NA,NA,"Besoin estimé
du marché",751000
2023,4,TOTAL LEGUMES,53606841,476.09830566157854,133.2204603691597,128.39590615656695,2023-04-16,2023-05-15,878.675,247.07599999999996,Total legumes,2023-04-01,751,NA,NA,NA,"Volumes importés
avec quotas",247075.99999999997
2023,4,TOTAL LEGUMES,53606841,476.09830566157854,133.2204603691597,128.39590615656695,2023-04-16,2023-05-15,878.675,247.07599999999996,Total legumes,2023-04-01,751,NA,NA,NA,Quotas autorisés,878675
2023,7,TOTAL LEGUMES,68282358,434.0874675113153,NA,NA,NA,NA,NA,0,Total legumes,2023-07-01,751,NA,NA,NA,"Volume écoulé par
le marché de gros",157300.91999999998
2023,7,TOTAL LEGUMES,68282358,434.0874675113153,NA,NA,NA,NA,NA,0,Total legumes,2023-07-01,751,NA,NA,NA,"Besoin estimé
du marché",751000
2012,4,TOTAL FRUITS (HORS VANILLE),41475049,236.1310883157592,87.90476063913046,NA,NA,NA,NA,0,Total fruits (hors vanille),2012-04-01,390,NA,NA,NA,"Volume déclaré
commercialisé par
les producteurs",318298
2012,4,TOTAL FRUITS (HORS VANILLE),41475049,236.1310883157592,87.90476063913046,NA,NA,NA,NA,0,Total fruits (hors vanille),2012-04-01,390,NA,NA,NA,"Volume écoulé par
le marché de gros",175644.169922
2012,4,TOTAL FRUITS (HORS VANILLE),41475049,236.1310883157592,87.90476063913046,NA,NA,NA,NA,0,Total fruits (hors vanille),2012-04-01,390,NA,NA,NA,"Besoin estimé
du marché",390000
2012,7,TOTAL FRUITS (HORS VANILLE),53896558.1875,234.891885324779,93.83337891173272,NA,NA,NA,NA,0,Total fruits (hors vanille),2012-07-01,350,NA,NA,NA,"Volume déclaré
commercialisé par
les producteurs",324350.6
2012,7,TOTAL FRUITS (HORS VANILLE),53896558.1875,234.891885324779,93.83337891173272,NA,NA,NA,NA,0,Total fruits (hors vanille),2012-07-01,350,NA,NA,NA,"Volume écoulé par
le marché de gros",229452.6186504
2012,7,TOTAL FRUITS (HORS VANILLE),53896558.1875,234.891885324779,93.83337891173272,NA,NA,NA,NA,0,Total fruits (hors vanille),2012-07-01,350,NA,NA,NA,"Besoin estimé
du marché",350000
2012,9,TOTAL FRUITS (HORS VANILLE),39906896.0938,259.9032145735176,96.26659835525308,NA,NA,NA,NA,0,Total fruits (hors vanille),2012-09-01,350,NA,NA,NA,"Volume déclaré
commercialisé par
les producteurs",385033
2012,9,TOTAL FRUITS (HORS VANILLE),39906896.0938,259.9032145735176,96.26659835525308,NA,NA,NA,NA,0,Total fruits (hors vanille),2012-09-01,350,NA,NA,NA,"Volume écoulé par
le marché de gros",153545.219359
2012,9,TOTAL FRUITS (HORS VANILLE),39906896.0938,259.9032145735176,96.26659835525308,NA,NA,NA,NA,0,Total fruits (hors vanille),2012-09-01,350,NA,NA,NA,"Besoin estimé
du marché",350000
2012,12,TOTAL FRUITS (HORS VANILLE),53316470.5,245.92516650926672,87.46783578549523,NA,NA,NA,NA,0,Total fruits (hors vanille),2012-12-01,415,NA,NA,NA,"Volume déclaré
commercialisé par
les producteurs",642573.5
2012,12,TOTAL FRUITS (HORS VANILLE),53316470.5,245.92516650926672,87.46783578549523,NA,NA,NA,NA,0,Total fruits (hors vanille),2012-12-01,415,NA,NA,NA,"Volume écoulé par
le marché de gros",216799.5706043
2012,12,TOTAL FRUITS (HORS VANILLE),53316470.5,245.92516650926672,87.46783578549523,NA,NA,NA,NA,0,Total fruits (hors vanille),2012-12-01,415,NA,NA,NA,"Besoin estimé
du marché",415000
2012,8,TOTAL FRUITS (HORS VANILLE),38700685.625,239.06527751730263,91.55082321084518,NA,NA,NA,NA,0,Total fruits (hors vanille),2012-08-01,350,NA,NA,NA,"Volume déclaré
commercialisé par
les producteurs",368025
2012,8,TOTAL FRUITS (HORS VANILLE),38700685.625,239.06527751730263,91.55082321084518,NA,NA,NA,NA,0,Total fruits (hors vanille),2012-08-01,350,NA,NA,NA,"Volume écoulé par
le marché de gros",161883.340094
2012,8,TOTAL FRUITS (HORS VANILLE),38700685.625,239.06527751730263,91.55082321084518,NA,NA,NA,NA,0,Total fruits (hors vanille),2012-08-01,350,NA,NA,NA,"Besoin estimé
du marché",350000
2012,3,TOTAL FRUITS (HORS VANILLE),43945541,224.8254884427453,82.22473754187239,NA,NA,NA,NA,0,Total fruits (hors vanille),2012-03-01,390,NA,NA,NA,"Volume déclaré
commercialisé par
les producteurs",325505
2012,3,TOTAL FRUITS (HORS VANILLE),43945541,224.8254884427453,82.22473754187239,NA,NA,NA,NA,0,Total fruits (hors vanille),2012-03-01,390,NA,NA,NA,"Volume écoulé par
le marché de gros",195465.1196552
2012,3,TOTAL FRUITS (HORS VANILLE),43945541,224.8254884427453,82.22473754187239,NA,NA,NA,NA,0,Total fruits (hors vanille),2012-03-01,390,NA,NA,NA,"Besoin estimé
du marché",390000
2013,6,TOTAL FRUITS (HORS VANILLE),47420465.447298,245.75830419672076,94.8729587358993,NA,NA,NA,NA,0,Total fruits (hors vanille),2013-06-01,399,NA,NA,NA,"Volume déclaré
commercialisé par
les producteurs",395251
2013,6,TOTAL FRUITS (HORS VANILLE),47420465.447298,245.75830419672076,94.8729587358993,NA,NA,NA,NA,0,Total fruits (hors vanille),2013-06-01,399,NA,NA,NA,"Volume écoulé par
le marché de gros",192955.69930910497
2013,6,TOTAL FRUITS (HORS VANILLE),47420465.447298,245.75830419672076,94.8729587358993,NA,NA,NA,NA,0,Total fruits (hors vanille),2013-06-01,399,NA,NA,NA,"Besoin estimé
du marché",399000
2013,4,TOTAL FRUITS (HORS VANILLE),47064914.90039,249.6642961017413,89.81819017056752,NA,NA,NA,NA,0,Total fruits (hors vanille),2013-04-01,350,NA,NA,NA,"Volume déclaré
commercialisé par
les producteurs",348000
2013,4,TOTAL FRUITS (HORS VANILLE),47064914.90039,249.6642961017413,89.81819017056752,NA,NA,NA,NA,0,Total fruits (hors vanille),2013-04-01,350,NA,NA,NA,"Volume écoulé par
le marché de gros",188512.797525564
2013,4,TOTAL FRUITS (HORS VANILLE),47064914.90039,249.6642961017413,89.81819017056752,NA,NA,NA,NA,0,Total fruits (hors vanille),2013-04-01,350,NA,NA,NA,"Besoin estimé
du marché",350000
2014,7,TOTAL FRUITS (HORS VANILLE),44762685,292.0283203507261,91.37002671968578,NA,NA,NA,NA,0,Total fruits (hors vanille),2014-07-01,390,NA,NA,NA,"Volume déclaré
commercialisé par
les producteurs",378591
2014,7,TOTAL FRUITS (HORS VANILLE),44762685,292.0283203507261,91.37002671968578,NA,NA,NA,NA,0,Total fruits (hors vanille),2014-07-01,390,NA,NA,NA,"Volume écoulé par
le marché de gros",153282
2014,7,TOTAL FRUITS (HORS VANILLE),44762685,292.0283203507261,91.37002671968578,NA,NA,NA,NA,0,Total fruits (hors vanille),2014-07-01,390,NA,NA,NA,"Besoin estimé
du marché",390000
2014,6,TOTAL FRUITS (HORS VANILLE),51246249,273.01919532024164,97.42670917352596,NA,NA,NA,NA,0,Total fruits (hors vanille),2014-06-01,350,NA,NA,NA,"Volume déclaré
commercialisé par
les producteurs",383121
2014,6,TOTAL FRUITS (HORS VANILLE),51246249,273.01919532024164,97.42670917352596,NA,NA,NA,NA,0,Total fruits (hors vanille),2014-06-01,350,NA,NA,NA,"Volume écoulé par
le marché de gros",187702
2014,6,TOTAL FRUITS (HORS VANILLE),51246249,273.01919532024164,97.42670917352596,NA,NA,NA,NA,0,Total fruits (hors vanille),2014-06-01,350,NA,NA,NA,"Besoin estimé
du marché",350000
2014,9,TOTAL FRUITS (HORS VANILLE),42795761,289.1468714317566,103.34779425899654,NA,NA,NA,NA,0,Total fruits (hors vanille),2014-09-01,390,NA,NA,NA,"Volume déclaré
commercialisé par
les producteurs",294869
2014,9,TOTAL FRUITS (HORS VANILLE),42795761,289.1468714317566,103.34779425899654,NA,NA,NA,NA,0,Total fruits (hors vanille),2014-09-01,390,NA,NA,NA,"Volume écoulé par
le marché de gros",148007
2014,9,TOTAL FRUITS (HORS VANILLE),42795761,289.1468714317566,103.34779425899654,NA,NA,NA,NA,0,Total fruits (hors vanille),2014-09-01,390,NA,NA,NA,"Besoin estimé
du marché",390000
2014,10,TOTAL FRUITS (HORS VANILLE),51356897,281.5140902587828,111.08437744319288,NA,NA,NA,NA,0,Total fruits (hors vanille),2014-10-01,390,NA,NA,NA,"Volume déclaré
commercialisé par
les producteurs",359352.5
2014,10,TOTAL FRUITS (HORS VANILLE),51356897,281.5140902587828,111.08437744319288,NA,NA,NA,NA,0,Total fruits (hors vanille),2014-10-01,390,NA,NA,NA,"Volume écoulé par
le marché de gros",182431
2014,10,TOTAL FRUITS (HORS VANILLE),51356897,281.5140902587828,111.08437744319288,NA,NA,NA,NA,0,Total fruits (hors vanille),2014-10-01,390,NA,NA,NA,"Besoin estimé
du marché",390000
2014,2,TOTAL FRUITS (HORS VANILLE),32660718,243.2230289761176,90.91803549178724,NA,NA,NA,NA,0,Total fruits (hors vanille),2014-02-01,390,NA,NA,NA,"Volume déclaré
commercialisé par
les producteurs",263452
2014,2,TOTAL FRUITS (HORS VANILLE),32660718,243.2230289761176,90.91803549178724,NA,NA,NA,NA,0,Total fruits (hors vanille),2014-02-01,390,NA,NA,NA,"Volume écoulé par
le marché de gros",134283
2014,2,TOTAL FRUITS (HORS VANILLE),32660718,243.2230289761176,90.91803549178724,NA,NA,NA,NA,0,Total fruits (hors vanille),2014-02-01,390,NA,NA,NA,"Besoin estimé
du marché",390000
2015,2,TOTAL FRUITS (HORS VANILLE),30791605,250.1226991373288,93.89364440878585,NA,NA,NA,NA,0,Total fruits (hors vanille),2015-02-01,350,NA,NA,NA,"Volume déclaré
commercialisé par
les producteurs",268936
2015,2,TOTAL FRUITS (HORS VANILLE),30791605,250.1226991373288,93.89364440878585,NA,NA,NA,NA,0,Total fruits (hors vanille),2015-02-01,350,NA,NA,NA,"Volume écoulé par
le marché de gros",123106
2015,2,TOTAL FRUITS (HORS VANILLE),30791605,250.1226991373288,93.89364440878585,NA,NA,NA,NA,0,Total fruits (hors vanille),2015-02-01,350,NA,NA,NA,"Besoin estimé
du marché",350000
2015,6,TOTAL FRUITS (HORS VANILLE),44996057,263.2595381437991,98.20262744808508,NA,NA,NA,NA,0,Total fruits (hors vanille),2015-06-01,350,NA,NA,NA,"Volume déclaré
commercialisé par
les producteurs",321950
2015,6,TOTAL FRUITS (HORS VANILLE),44996057,263.2595381437991,98.20262744808508,NA,NA,NA,NA,0,Total fruits (hors vanille),2015-06-01,350,NA,NA,NA,"Volume écoulé par
le marché de gros",170919
2015,6,TOTAL FRUITS (HORS VANILLE),44996057,263.2595381437991,98.20262744808508,NA,NA,NA,NA,0,Total fruits (hors vanille),2015-06-01,350,NA,NA,NA,"Besoin estimé
du marché",350000
2015,11,TOTAL FRUITS (HORS VANILLE),44636572,285.2177124600639,111.11451019171945,NA,NA,NA,NA,0,Total fruits (hors vanille),2015-11-01,420,NA,NA,NA,"Volume déclaré
commercialisé par
les producteurs",535557
